received_at,ship_id,prev_pr_timestamp,pr_timestamp,distance_m,speed_mps,prev_lat,prev_lon,prev_time_utc,curr_lat,curr_lon,curr_time_utc,valid,map_url,spoofing_cluster_id,spoofing_confirmed
2026-01-13 19:33:09.979711994 +0000 UTC,299999999,59,9,2248765.6,17521.68,48.387683333333335,-4.498516666666666,2026-01-13 19:31:01.637836077 +0000 UTC,59.44186,24.767676666666667,2026-01-13 19:33:09.979711994 +0000 UTC,True,"https://www.google.com/maps?q=59.44186,24.767676666666667",2,False
2026-01-13 19:35:54.859787248 +0000 UTC,257341000,53,53,15278.4,250.47,52.42426,4.760545,2026-01-13 19:34:53.861656624 +0000 UTC,52.46477333333333,4.545143333333333,2026-01-13 19:35:54.859787248 +0000 UTC,True,"https://www.google.com/maps?q=52.46477333333333,4.545143333333333",863,False
2026-01-13 19:36:16.517008897 +0000 UTC,257341000,53,16,15278.6,705.47,52.46477333333333,4.545143333333333,2026-01-13 19:35:54.859787248 +0000 UTC,52.424265,4.760549999999999,2026-01-13 19:36:16.517008897 +0000 UTC,True,"https://www.google.com/maps?q=52.424265,4.760549999999999",863,False
2026-01-13 19:36:43.364367616 +0000 UTC,677041800,17,16,21537.4,179.55,44.79775666666667,37.83365166666667,2026-01-13 19:34:43.414851756 +0000 UTC,44.89730333333333,38.06800333333333,2026-01-13 19:36:43.364367616 +0000 UTC,True,"https://www.google.com/maps?q=44.89730333333333,38.06800333333333",190,True
2026-01-13 19:37:00.400205819 +0000 UTC,299999999,9,58,2248766.5,9759.40,59.44186,24.767676666666667,2026-01-13 19:33:09.979711994 +0000 UTC,48.387683333333335,-4.498533333333333,2026-01-13 19:37:00.400205819 +0000 UTC,True,"https://www.google.com/maps?q=48.387683333333335,-4.498533333333333",2,False
2026-01-13 19:37:07.25617095 +0000 UTC,273153100,15,43,21084.9,142.30,44.799955,37.83142333333333,2026-01-13 19:34:39.08079323 +0000 UTC,44.895068333333334,38.06279833333333,2026-01-13 19:37:07.25617095 +0000 UTC,True,"https://www.google.com/maps?q=44.895068333333334,38.06279833333333",139,True
2026-01-13 19:37:59.948855341 +0000 UTC,244740135,58,59,49434.0,34590.92,53.21680333333334,6.108468333333334,2026-01-13 19:37:58.519752789 +0000 UTC,52.855273333333336,5.6781950000000005,2026-01-13 19:37:59.948855341 +0000 UTC,True,"https://www.google.com/maps?q=52.855273333333336,5.6781950000000005",864,False
2026-01-13 19:38:23.467954618 +0000 UTC,273396190,22,58,20864.6,61.77,44.68028833333334,37.885691666666666,2026-01-13 19:32:45.710478797 +0000 UTC,44.515865,38.01266,2026-01-13 19:38:23.467954618 +0000 UTC,True,"https://www.google.com/maps?q=44.515865,38.01266",782,True
2026-01-13 19:39:08.146215654 +0000 UTC,244740135,59,8,49223.2,721.78,52.855273333333336,5.6781950000000005,2026-01-13 19:37:59.948855341 +0000 UTC,53.215471666666666,6.10614,2026-01-13 19:39:08.146215654 +0000 UTC,True,"https://www.google.com/maps?q=53.215471666666666,6.10614",864,False
2026-01-13 19:40:11.448960107 +0000 UTC,273396190,58,47,33268.8,308.10,44.515865,38.01266,2026-01-13 19:38:23.467954618 +0000 UTC,44.64506166666667,38.39153833333333,2026-01-13 19:40:11.448960107 +0000 UTC,True,"https://www.google.com/maps?q=44.64506166666667,38.39153833333333",244,True
2026-01-13 19:43:02.897506469 +0000 UTC,677041800,16,36,33330.4,87.82,44.89730333333333,38.06800333333333,2026-01-13 19:36:43.364367616 +0000 UTC,45.16513333333333,37.87755333333334,2026-01-13 19:43:02.897506469 +0000 UTC,True,"https://www.google.com/maps?q=45.16513333333333,37.87755333333334",754,True
2026-01-13 19:44:09.911009477 +0000 UTC,244740135,8,9,48465.0,36942.46,53.20917166666666,6.099796666666666,2026-01-13 19:44:08.599103986 +0000 UTC,52.85462666666667,5.678233333333334,2026-01-13 19:44:09.911009477 +0000 UTC,True,"https://www.google.com/maps?q=52.85462666666667,5.678233333333334",864,False
2026-01-13 19:44:30.259390306 +0000 UTC,273153100,51,6,27686.3,73.84,44.895028333333336,38.06037166666667,2026-01-13 19:38:15.313584262 +0000 UTC,44.731478333333335,37.79572666666666,2026-01-13 19:44:30.259390306 +0000 UTC,True,"https://www.google.com/maps?q=44.731478333333335,37.79572666666666",139,True
2026-01-13 19:44:51.431552059 +0000 UTC,273396190,15,26,47918.0,362.37,44.64315,38.38968166666667,2026-01-13 19:42:39.194859527 +0000 UTC,44.731739999999995,37.79648666666667,2026-01-13 19:44:51.431552059 +0000 UTC,True,"https://www.google.com/maps?q=44.731739999999995,37.79648666666667",244,True
2026-01-13 19:45:11.021348447 +0000 UTC,299999999,58,10,2248735.1,17252.60,48.3877,-4.498500000000001,2026-01-13 19:43:00.679520847 +0000 UTC,59.441649999999996,24.767293333333335,2026-01-13 19:45:11.021348447 +0000 UTC,True,"https://www.google.com/maps?q=59.441649999999996,24.767293333333335",2,False
2026-01-13 19:46:14.153349693 +0000 UTC,1193046,13,11,8369125.5,70921.98,48.43344333333334,-123.427115,2026-01-13 19:44:16.148675179 +0000 UTC,38.687218333333334,-9.102698333333333,2026-01-13 19:46:14.153349693 +0000 UTC,True,"https://www.google.com/maps?q=38.687218333333334,-9.102698333333333",301,False
2026-01-13 19:47:15.934045712 +0000 UTC,1193046,11,13,8369125.4,135465.06,38.687218333333334,-9.102698333333333,2026-01-13 19:46:14.153349693 +0000 UTC,48.433445,-123.42711666666668,2026-01-13 19:47:15.934045712 +0000 UTC,True,"https://www.google.com/maps?q=48.433445,-123.42711666666668",301,False
2026-01-13 19:47:17.82646221 +0000 UTC,1193046,13,15,8368462.5,4422102.77,48.433445,-123.42711666666668,2026-01-13 19:47:15.934045712 +0000 UTC,38.69033833333334,-9.109926666666667,2026-01-13 19:47:17.82646221 +0000 UTC,True,"https://www.google.com/maps?q=38.69033833333334,-9.109926666666667",301,False
2026-01-13 19:48:09.554165323 +0000 UTC,244740135,9,7,48202.6,804.22,52.853026666666665,5.677313333333333,2026-01-13 19:47:09.616761546 +0000 UTC,53.20624,6.0952,2026-01-13 19:48:09.554165323 +0000 UTC,True,"https://www.google.com/maps?q=53.20624,6.0952",864,False
2026-01-13 19:48:28.161586544 +0000 UTC,212499000,20,25,226368.3,54820.40,55.68128333333333,21.137066666666666,2026-01-13 19:48:24.032316397 +0000 UTC,55.74895,17.524683333333332,2026-01-13 19:48:28.161586544 +0000 UTC,True,"https://www.google.com/maps?q=55.74895,17.524683333333332",865,False
