cluster_id,first_time_utc,last_time_utc,event_count,distinct_mmsi,origin_center_lat,origin_center_lon,dest_center_lat,dest_center_lon
65,2025-12-15T02:41:43.042521+00:00,2025-12-15T02:43:01.373712+00:00,2,1,48.133300,-123.434883,48.654150,-126.937917
66,2025-12-15T02:42:16.646542+00:00,2025-12-15T02:43:16.582415+00:00,2,1,51.818138,4.043411,51.958255,4.113225
67,2025-12-15T03:00:26.534185+00:00,2025-12-17T03:04:27.061401+00:00,4,2,44.642983,38.391735,44.721172,37.798682
68,2025-12-15T03:01:29.919207+00:00,2025-12-15T03:01:31.053235+00:00,2,1,51.502700,0.490842,48.655250,-5.653250
69,2025-12-15T03:02:43.552025+00:00,2025-12-15T03:02:43.552025+00:00,1,1,51.944985,4.172078,29.722313,-95.238407
70,2025-12-15T03:05:33.440226+00:00,2025-12-15T03:06:36.431185+00:00,2,1,58.957605,10.103272,59.738992,10.238737
71,2025-12-15T03:11:44.194259+00:00,2025-12-15T03:14:11.839142+00:00,2,1,48.133133,-123.434833,37.581183,-122.961483
72,2025-12-15T03:12:48.198938+00:00,2025-12-15T03:12:48.198938+00:00,1,1,64.193853,9.880635,64.327840,9.899423
73,2025-12-15T03:14:58.244576+00:00,2025-12-15T03:15:10.213772+00:00,2,1,46.154726,-1.225044,42.277812,-10.767878
74,2025-12-15T03:17:18.516963+00:00,2025-12-17T21:18:19.336336+00:00,8,1,37.945225,23.637648,36.723940,25.270637
75,2025-12-15T03:19:36.040335+00:00,2025-12-15T13:24:34.050125+00:00,4,1,34.660900,33.053950,31.824225,34.640617
76,2025-12-15T03:22:06.465482+00:00,2025-12-15T03:23:06.631518+00:00,2,1,52.406691,4.887409,52.421568,4.450500
77,2025-12-15T03:23:17.263769+00:00,2025-12-15T16:04:56.328501+00:00,2,1,64.157833,10.089331,63.855997,9.729232
78,2025-12-15T03:41:47.100229+00:00,2025-12-15T03:43:43.121128+00:00,2,1,-19.251428,146.830668,-18.231202,146.435360
79,2025-12-15T03:52:21.119326+00:00,2025-12-15T03:59:37.472439+00:00,2,1,40.662052,-74.155278,40.451630,-73.809625
80,2025-12-15T03:55:57.712990+00:00,2025-12-15T03:57:07.833288+00:00,2,1,55.457327,12.200093,53.399580,4.707815
81,2025-12-15T03:57:55.905604+00:00,2025-12-17T06:03:37.287724+00:00,16,6,54.805212,19.814422,54.882291,20.040527
82,2025-12-15T04:03:48.553589+00:00,2025-12-16T03:21:52.505693+00:00,6,1,51.422083,3.562955,47.134728,-2.436548
83,2025-12-15T04:08:27.335396+00:00,2025-12-18T06:34:33.255836+00:00,4,1,54.144772,12.070191,54.384323,11.317004
84,2025-12-15T04:11:03.681013+00:00,2025-12-15T04:11:37.747641+00:00,2,1,40.662053,-74.155278,39.008027,-72.956448
85,2025-12-15T04:15:22.202688+00:00,2025-12-15T04:15:22.202688+00:00,1,1,60.041187,30.194973,59.770347,30.121290
86,2025-12-15T04:15:55.651953+00:00,2025-12-15T17:25:22.682781+00:00,26,1,37.903120,23.643651,35.343108,25.145543
87,2025-12-15T04:15:58.632846+00:00,2025-12-15T04:18:15.305964+00:00,2,1,51.911965,4.579758,51.882173,4.426095
88,2025-12-15T04:16:48.322039+00:00,2025-12-16T01:59:50.700189+00:00,4,1,55.457328,12.200090,52.422494,4.812062
89,2025-12-15T04:17:47.271432+00:00,2025-12-15T04:18:02.714574+00:00,2,1,37.946960,23.640305,36.706983,25.262945
90,2025-12-15T04:17:55.415445+00:00,2025-12-15T04:18:40.480247+00:00,2,1,46.154727,-1.225057,39.256760,-9.883082
91,2025-12-15T04:21:23.346716+00:00,2025-12-15T04:23:38.772630+00:00,2,1,40.662054,-74.155272,38.999078,-72.956067
92,2025-12-15T04:27:08.312321+00:00,2025-12-15T04:28:08.308408+00:00,2,1,54.637878,11.374175,30.171107,0.000173
93,2025-12-15T04:27:43.341014+00:00,2025-12-15T14:54:06.914567+00:00,4,1,55.457319,12.200090,57.696297,10.003662
94,2025-12-15T04:38:04.921862+00:00,2025-12-15T04:41:38.011717+00:00,2,1,40.662051,-74.155265,40.964907,28.683642
95,2025-12-15T04:39:16.348029+00:00,2025-12-15T04:39:16.348029+00:00,1,1,43.131713,30.838060,55.304793,12.650000
96,2025-12-15T04:42:41.694837+00:00,2025-12-15T04:50:37.403520+00:00,2,1,40.662055,-74.155268,34.614295,-13.030647
97,2025-12-15T04:48:05.819226+00:00,2025-12-15T04:54:02.751490+00:00,2,1,1.256434,103.782643,-4.323085,83.307893
98,2025-12-15T04:49:41.355329+00:00,2025-12-15T16:23:55.636464+00:00,8,1,37.914853,23.640339,39.354658,22.936250
99,2025-12-15T04:55:27.175591+00:00,2025-12-17T13:25:33.847409+00:00,4,1,53.356489,-5.986901,53.319842,-4.619330
100,2025-12-15T04:58:44.915244+00:00,2025-12-16T00:47:51.661306+00:00,6,1,55.457327,12.200089,52.032853,1.159102
101,2025-12-15T04:59:24.939619+00:00,2025-12-15T05:09:02.158732+00:00,2,1,1.256431,103.782634,3.184605,100.546878
102,2025-12-15T05:01:59.121982+00:00,2025-12-15T05:02:39.986878+00:00,2,1,54.191342,12.034579,54.177597,11.735238
103,2025-12-15T05:02:47.678164+00:00,2025-12-15T13:52:50.095021+00:00,3,1,37.896181,23.637305,31.193816,29.876568
104,2025-12-15T05:04:15.447275+00:00,2025-12-15T05:04:58.995698+00:00,2,1,55.686633,12.633133,56.532067,20.995800
105,2025-12-15T05:04:38.073204+00:00,2025-12-15T05:05:38.178571+00:00,2,1,52.420303,4.845814,82.129957,0.006900
106,2025-12-15T05:07:08.721460+00:00,2025-12-15T05:09:32.819322+00:00,2,1,34.661992,33.054583,31.783700,34.327717
107,2025-12-15T05:09:18.165559+00:00,2025-12-15T05:10:22.528817+00:00,2,1,54.535489,18.562345,54.833597,17.028970
108,2025-12-15T05:29:56.087374+00:00,2025-12-17T13:17:56.508801+00:00,9,2,54.876848,11.019835,54.934639,10.835448
109,2025-12-15T05:31:31.619246+00:00,2025-12-15T05:42:24.714676+00:00,2,1,52.643319,6.084256,52.858468,5.103803
110,2025-12-15T05:35:13.145756+00:00,2025-12-15T17:27:27.669658+00:00,23,1,37.934947,23.630041,37.555790,22.784631
111,2025-12-15T05:36:28.094058+00:00,2025-12-15T05:36:46.587239+00:00,2,1,59.543263,18.588975,59.658153,18.917585
112,2025-12-15T05:38:10.310875+00:00,2025-12-15T05:39:10.311289+00:00,2,1,54.519424,11.392888,66.753028,1.809240
113,2025-12-15T05:39:46.926167+00:00,2025-12-15T05:40:14.978103+00:00,2,1,37.935681,23.604562,41.049427,29.038055
114,2025-12-15T05:41:14.526467+00:00,2025-12-15T07:38:42.527150+00:00,4,1,37.937652,23.620016,40.773900,28.148322
115,2025-12-15T05:41:34.120103+00:00,2025-12-15T05:42:03.355691+00:00,2,1,-26.931303,153.574920,12.296743,156.633357
116,2025-12-15T05:42:15.438787+00:00,2025-12-15T05:47:39.101621+00:00,2,1,40.662051,-74.155267,32.932542,-71.024617
117,2025-12-15T05:43:59.660837+00:00,2025-12-15T05:45:08.037253+00:00,2,1,55.457323,12.200093,52.432818,4.725043
118,2025-12-15T05:48:31.366442+00:00,2025-12-15T23:53:52.594702+00:00,3,1,55.457326,12.200094,56.050756,12.639982
119,2025-12-15T05:56:14.377128+00:00,2025-12-15T05:59:39.490746+00:00,2,1,40.662048,-74.155263,38.073303,-72.909848
120,2025-12-15T06:06:28.151087+00:00,2025-12-15T06:27:20.462112+00:00,4,1,53.345734,-6.218333,53.435460,-5.207578
121,2025-12-15T06:06:53.562013+00:00,2025-12-15T06:12:03.508785+00:00,2,1,1.256433,103.782680,3.203232,100.355925
122,2025-12-15T06:08:15.191711+00:00,2025-12-15T06:10:07.236267+00:00,2,1,55.452762,8.477180,43.887905,-5.953808
123,2025-12-15T06:11:17.546881+00:00,2025-12-15T06:12:33.235648+00:00,2,1,59.822147,22.953281,59.466382,23.750685
124,2025-12-15T06:14:02.540856+00:00,2025-12-15T06:19:06.118832+00:00,2,1,59.496739,18.815488,59.855620,18.807877
125,2025-12-15T06:15:32.093684+00:00,2025-12-15T06:18:21.650628+00:00,2,1,53.336935,7.179912,48.727885,-5.607983
126,2025-12-15T06:16:44.817969+00:00,2025-12-15T06:18:06.833313+00:00,2,1,55.457323,12.200097,47.698402,-4.505533
127,2025-12-15T06:21:15.828446+00:00,2025-12-15T06:29:37.090683+00:00,2,1,40.662044,-74.155272,31.901463,-55.077948
128,2025-12-15T06:23:25.239269+00:00,2025-12-15T06:24:14.283553+00:00,2,1,37.939964,23.635457,34.965360,27.286513
129,2025-12-15T06:28:07.968194+00:00,2025-12-15T06:28:15.456090+00:00,2,1,37.939961,23.635454,40.631730,22.916365
130,2025-12-15T06:35:34.125863+00:00,2025-12-15T06:37:07.122108+00:00,2,1,55.452762,8.477177,47.568522,-5.819195
131,2025-12-15T06:36:31.555355+00:00,2025-12-15T06:37:04.917631+00:00,2,1,35.343014,25.145576,41.017912,28.985298
132,2025-12-15T06:44:33.921580+00:00,2025-12-15T06:47:36.065342+00:00,2,1,51.317363,3.829419,51.840317,3.169700
133,2025-12-15T06:44:38.435767+00:00,2025-12-15T06:44:38.435767+00:00,1,1,35.343015,25.145585,41.102370,29.061517
134,2025-12-15T06:45:07.431766+00:00,2025-12-15T06:45:07.431766+00:00,1,1,41.102370,29.061517,43.336532,39.229808
135,2025-12-15T06:45:18.470720+00:00,2025-12-15T06:46:05.917048+00:00,2,1,55.452760,8.477169,55.370647,8.099287
136,2025-12-15T06:45:39.606817+00:00,2025-12-15T06:48:07.722444+00:00,2,1,55.457323,12.200098,50.810713,1.412077
137,2025-12-15T06:46:09.852106+00:00,2025-12-15T06:46:09.852106+00:00,1,1,43.336532,39.229808,42.531258,34.411388
138,2025-12-15T06:46:11.445912+00:00,2025-12-15T06:47:11.286731+00:00,2,1,52.399685,4.900003,-29.738772,0.006900
139,2025-12-15T06:50:03.719377+00:00,2025-12-15T06:50:03.719377+00:00,1,1,42.531258,34.411388,37.550707,22.786585
140,2025-12-15T06:50:42.418628+00:00,2025-12-15T15:50:57.056685+00:00,11,1,37.508607,22.806455,37.939916,23.635456
141,2025-12-15T06:52:10.273552+00:00,2025-12-15T15:59:57.080619+00:00,7,1,37.939915,23.635454,41.748651,32.393674
142,2025-12-15T06:52:59.379075+00:00,2025-12-15T06:52:59.379075+00:00,1,1,41.748647,32.393712,43.336712,39.230275
143,2025-12-15T06:53:42.410171+00:00,2025-12-15T13:42:10.514577+00:00,4,1,43.335799,38.890465,37.939914,23.635456
144,2025-12-15T07:02:18.718421+00:00,2025-12-15T07:03:18.684508+00:00,2,1,52.576818,5.490613,59.567328,0.006910
145,2025-12-15T07:06:38.589650+00:00,2025-12-15T07:06:48.577155+00:00,2,1,64.112950,-21.943425,22.169913,-22.380332
146,2025-12-15T07:08:33.507782+00:00,2025-12-15T07:11:44.016397+00:00,2,1,37.939912,23.635457,33.808105,27.287370
147,2025-12-15T07:12:03.219022+00:00,2025-12-15T07:14:42.409866+00:00,2,1,37.939912,23.635458,43.152682,37.343855
148,2025-12-15T07:17:26.030558+00:00,2025-12-15T07:18:07.979721+00:00,2,1,55.457328,12.200098,49.179498,-4.124453
149,2025-12-15T07:18:12.020284+00:00,2025-12-15T07:20:43.065808+00:00,2,1,37.939913,23.635452,43.503135,39.660388
150,2025-12-15T07:21:18.889007+00:00,2025-12-15T07:21:29.738127+00:00,2,1,40.662056,-74.155275,39.064168,-72.959708
151,2025-12-15T07:23:24.465249+00:00,2025-12-17T18:55:29.618685+00:00,4,1,53.344992,-6.195925,53.371707,-5.929854
152,2025-12-15T07:24:52.808202+00:00,2025-12-15T07:24:52.808202+00:00,1,1,37.939913,23.635455,35.045640,27.286442
153,2025-12-15T07:26:25.942528+00:00,2025-12-15T07:28:06.418298+00:00,2,1,55.452775,8.477178,54.149598,5.184408
154,2025-12-15T07:26:34.673134+00:00,2025-12-15T07:26:34.673134+00:00,1,1,35.045640,27.286442,35.343007,25.145573
155,2025-12-15T07:28:07.926793+00:00,2025-12-15T07:28:07.926793+00:00,1,1,35.343007,25.145573,39.710408,23.956055
156,2025-12-15T07:29:43.406935+00:00,2025-12-15T14:39:43.355287+00:00,2,1,39.710912,23.959525,37.939914,23.635455
157,2025-12-15T07:31:02.457580+00:00,2025-12-15T07:33:07.740106+00:00,2,1,55.457326,12.200099,48.380477,-5.309932
158,2025-12-15T07:33:54.330585+00:00,2025-12-15T07:35:09.892859+00:00,2,1,37.939913,23.635451,42.896652,38.097245
159,2025-12-15T07:36:19.911531+00:00,2025-12-15T16:54:34.017826+00:00,6,2,52.377894,4.897499,-35.003443,0.006900
160,2025-12-15T07:38:29.233664+00:00,2025-12-15T07:39:10.915952+00:00,2,1,53.344990,-6.195927,53.333403,-4.613217
161,2025-12-15T07:40:13.930541+00:00,2025-12-15T07:41:43.958587+00:00,2,1,37.939914,23.635452,40.112110,26.351583
