received_at,ship_id,prev_pr_timestamp,pr_timestamp,distance_m,speed_mps,prev_lat,prev_lon,prev_time_utc,curr_lat,curr_lon,curr_time_utc,valid,map_url,spoofing_cluster_id,spoofing_confirmed
2025-12-28 04:48:31.097090148 +0000 UTC,299999999,49,30,2248750.3,14078.29,48.387683333333335,-4.498500000000001,2025-12-28 04:45:51.365296977 +0000 UTC,59.44176166666667,24.767475,2025-12-28 04:48:31.097090148 +0000 UTC,True,"https://www.google.com/maps?q=59.44176166666667,24.767475",1,False
2025-12-28 04:49:09.319126307 +0000 UTC,273397190,58,8,28274.6,39.97,44.505718333333334,37.59980666666667,2025-12-28 04:37:21.881313 +0000 UTC,44.722723333333334,37.78599833333333,2025-12-28 04:49:09.319126307 +0000 UTC,True,"https://www.google.com/maps?q=44.722723333333334,37.78599833333333",18,True
2025-12-28 04:51:04.242662675 +0000 UTC,273396190,51,3,51633.0,87.72,44.26034166666667,37.84840666666666,2025-12-28 04:41:15.614853998 +0000 UTC,44.72252,37.78556666666667,2025-12-28 04:51:04.242662675 +0000 UTC,True,"https://www.google.com/maps?q=44.72252,37.78556666666667",9,True
2025-12-28 04:51:51.693505977 +0000 UTC,299999999,18,49,2248748.3,112679.18,59.44176,24.76747333333333,2025-12-28 04:51:31.736417321 +0000 UTC,48.387683333333335,-4.498466666666667,2025-12-28 04:51:51.693505977 +0000 UTC,True,"https://www.google.com/maps?q=48.387683333333335,-4.498466666666667",1,False
2025-12-28 04:52:32.222026989 +0000 UTC,241159000,26,31,401218.5,1645.40,36.62679,27.848513333333337,2025-12-28 04:48:28.379393104 +0000 UTC,37.941003333333335,23.624413333333333,2025-12-28 04:52:32.222026989 +0000 UTC,True,"https://www.google.com/maps?q=37.941003333333335,23.624413333333333",20,False
2025-12-28 04:54:31.363863581 +0000 UTC,299999999,49,30,2248748.0,14083.69,48.387683333333335,-4.498466666666667,2025-12-28 04:51:51.693505977 +0000 UTC,59.44175833333334,24.767468333333333,2025-12-28 04:54:31.363863581 +0000 UTC,True,"https://www.google.com/maps?q=59.44175833333334,24.767468333333333",1,False
2025-12-28 04:57:51.039493771 +0000 UTC,299999999,30,49,2248748.0,11262.01,59.44175833333334,24.767468333333333,2025-12-28 04:54:31.363863581 +0000 UTC,48.387683333333335,-4.498466666666667,2025-12-28 04:57:51.039493771 +0000 UTC,True,"https://www.google.com/maps?q=48.387683333333335,-4.498466666666667",1,False
2025-12-28 05:00:15.63820752 +0000 UTC,232024533,57,13,1268031.7,16695.74,35.93031666666666,14.64815,2025-12-28 04:58:59.688787401 +0000 UTC,34.28306666666666,28.45375,2025-12-28 05:00:15.63820752 +0000 UTC,True,"https://www.google.com/maps?q=34.28306666666666,28.45375",22,False
2025-12-28 05:00:32.403498807 +0000 UTC,299999999,49,31,2248746.9,13935.86,48.387683333333335,-4.498466666666667,2025-12-28 04:57:51.039493771 +0000 UTC,59.44175333333333,24.767451666666666,2025-12-28 05:00:32.403498807 +0000 UTC,True,"https://www.google.com/maps?q=59.44175333333333,24.767451666666666",1,False
2025-12-28 05:01:38.57001211 +0000 UTC,232024533,13,36,1268486.1,15295.53,34.28306666666666,28.45375,2025-12-28 05:00:15.63820752 +0000 UTC,35.93025,14.643083333333333,2025-12-28 05:01:38.57001211 +0000 UTC,True,"https://www.google.com/maps?q=35.93025,14.643083333333333",22,False
2025-12-28 05:03:23.3400264 +0000 UTC,241159000,13,23,499951.3,7315.05,37.941003333333335,23.624413333333333,2025-12-28 05:02:14.994483574 +0000 UTC,36.30001333333333,28.875358333333335,2025-12-28 05:03:23.3400264 +0000 UTC,True,"https://www.google.com/maps?q=36.30001333333333,28.875358333333335",23,False
2025-12-28 05:03:51.209655794 +0000 UTC,299999999,31,49,2248746.4,11311.25,59.44175333333333,24.767451666666666,2025-12-28 05:00:32.403498807 +0000 UTC,48.38766666666667,-4.498433333333334,2025-12-28 05:03:51.209655794 +0000 UTC,True,"https://www.google.com/maps?q=48.38766666666667,-4.498433333333334",1,False
2025-12-28 05:05:17.360944828 +0000 UTC,210017000,11,17,93019.1,19364.62,54.36746166666667,10.132156666666667,2025-12-28 05:05:12.557383507 +0000 UTC,53.54184,9.90319,2025-12-28 05:05:17.360944828 +0000 UTC,True,"https://www.google.com/maps?q=53.54184,9.90319",24,False
2025-12-28 05:05:41.679033696 +0000 UTC,219016555,4,40,14067.9,382.29,54.87606666666667,11.028666666666668,2025-12-28 05:05:04.88028117 +0000 UTC,54.93493333333333,10.833883333333334,2025-12-28 05:05:41.679033696 +0000 UTC,True,"https://www.google.com/maps?q=54.93493333333333,10.833883333333334",25,True
2025-12-28 05:06:04.33819176 +0000 UTC,219016555,40,4,14067.9,620.85,54.93493333333333,10.833883333333334,2025-12-28 05:05:41.679033696 +0000 UTC,54.87606666666667,11.028666666666668,2025-12-28 05:06:04.33819176 +0000 UTC,True,"https://www.google.com/maps?q=54.87606666666667,11.028666666666668",25,True
2025-12-28 05:06:12.592796589 +0000 UTC,210017000,17,11,93013.0,1684.05,53.54184,9.90319,2025-12-28 05:05:17.360944828 +0000 UTC,54.36729166666667,10.133345,2025-12-28 05:06:12.592796589 +0000 UTC,True,"https://www.google.com/maps?q=54.36729166666667,10.133345",24,False
2025-12-28 05:06:31.016294321 +0000 UTC,299999999,49,30,2248746.1,14071.67,48.38766666666667,-4.498433333333334,2025-12-28 05:03:51.209655794 +0000 UTC,59.44175,24.767448333333334,2025-12-28 05:06:31.016294321 +0000 UTC,True,"https://www.google.com/maps?q=59.44175,24.767448333333334",1,False
2025-12-28 05:09:52.573725632 +0000 UTC,299999999,30,50,2248745.3,11156.85,59.44175,24.767448333333334,2025-12-28 05:06:31.016294321 +0000 UTC,48.3877,-4.498466666666667,2025-12-28 05:09:52.573725632 +0000 UTC,True,"https://www.google.com/maps?q=48.3877,-4.498466666666667",1,False
2025-12-28 05:10:31.696476923 +0000 UTC,241159000,23,31,499951.3,1167.14,36.30001333333333,28.875358333333335,2025-12-28 05:03:23.3400264 +0000 UTC,37.941003333333335,23.624413333333333,2025-12-28 05:10:31.696476923 +0000 UTC,True,"https://www.google.com/maps?q=37.941003333333335,23.624413333333333",23,False
2025-12-28 05:12:32.45656177 +0000 UTC,299999999,50,31,2248745.1,14064.96,48.3877,-4.498466666666667,2025-12-28 05:09:52.573725632 +0000 UTC,59.441745,24.767446666666668,2025-12-28 05:12:32.45656177 +0000 UTC,True,"https://www.google.com/maps?q=59.441745,24.767446666666668",1,False
2025-12-28 05:14:48.577976757 +0000 UTC,636020277,36,42,1259387.3,229017.81,34.709961666666665,33.32463833333333,2025-12-28 05:14:43.078896651 +0000 UTC,24.048133333333332,37.72260000000001,2025-12-28 05:14:48.577976757 +0000 UTC,True,"https://www.google.com/maps?q=24.048133333333332,37.72260000000001",26,False
2025-12-28 05:15:52.189286741 +0000 UTC,299999999,18,50,2248745.9,12726.36,59.441745,24.767446666666668,2025-12-28 05:12:55.489486543 +0000 UTC,48.3877,-4.498483333333334,2025-12-28 05:15:52.189286741 +0000 UTC,True,"https://www.google.com/maps?q=48.3877,-4.498483333333334",1,False
2025-12-28 05:15:55.054753969 +0000 UTC,636020277,42,49,1259319.8,18943.75,24.048133333333332,37.72260000000001,2025-12-28 05:14:48.577976757 +0000 UTC,34.70945833333334,33.325105,2025-12-28 05:15:55.054753969 +0000 UTC,True,"https://www.google.com/maps?q=34.70945833333334,33.325105",26,False
2025-12-28 05:18:31.847755166 +0000 UTC,299999999,50,31,2248746.6,14084.73,48.3877,-4.498483333333334,2025-12-28 05:15:52.189286741 +0000 UTC,59.44174833333333,24.767456666666664,2025-12-28 05:18:31.847755166 +0000 UTC,True,"https://www.google.com/maps?q=59.44174833333333,24.767456666666664",1,False
