received_at,ship_id,prev_pr_timestamp,pr_timestamp,distance_m,speed_mps,prev_lat,prev_lon,prev_time_utc,curr_lat,curr_lon,curr_time_utc,valid,map_url
2026-01-06 05:29:35.607642666 +0000 UTC,210399000,24,34,112195.8,10865.90,55.08455333333333,12.762026666666666,2026-01-06 05:29:25.282150722 +0000 UTC,54.150819999999996,12.101568333333335,2026-01-06 05:29:35.607642666 +0000 UTC,True,"https://www.google.com/maps?q=54.150819999999996,12.101568333333335"
2026-01-06 05:30:27.537814129 +0000 UTC,577030000,26,2,323969.9,5399.51,42.6781,30.465848333333334,2026-01-06 05:29:27.537949694 +0000 UTC,44.79694666666667,33.234386666666666,2026-01-06 05:30:27.537814129 +0000 UTC,True,"https://www.google.com/maps?q=44.79694666666667,33.234386666666666"
2026-01-06 05:30:41.094167262 +0000 UTC,277339000,58,15,33115.2,425.41,55.56425333333333,20.606743333333334,2026-01-06 05:29:23.250773945 +0000 UTC,55.861245000000004,20.645966666666666,2026-01-06 05:30:41.094167262 +0000 UTC,True,"https://www.google.com/maps?q=55.861245000000004,20.645966666666666"
2026-01-06 05:31:27.607933617 +0000 UTC,299999999,38,25,2248744.8,20684.59,59.44176166666667,24.767454999999998,2026-01-06 05:29:38.891999469 +0000 UTC,48.387683333333335,-4.4984166666666665,2026-01-06 05:31:27.607933617 +0000 UTC,True,"https://www.google.com/maps?q=48.387683333333335,-4.4984166666666665"
2026-01-06 05:31:28.792305919 +0000 UTC,577030000,21,27,323931.1,7589.94,44.79707,33.23348166666667,2026-01-06 05:30:46.113301856 +0000 UTC,42.678086666666665,30.465846666666668,2026-01-06 05:31:28.792305919 +0000 UTC,True,"https://www.google.com/maps?q=42.678086666666665,30.465846666666668"
2026-01-06 05:33:01.133858926 +0000 UTC,299999999,25,18,2248745.1,24044.08,48.387683333333335,-4.4984166666666665,2026-01-06 05:31:27.607933617 +0000 UTC,59.441766666666666,24.76745833333333,2026-01-06 05:33:01.133858926 +0000 UTC,True,"https://www.google.com/maps?q=59.441766666666666,24.76745833333333"
2026-01-06 05:35:52.413741372 +0000 UTC,577030000,50,23,297021.5,4950.36,42.67809833333333,30.465836666666668,2026-01-06 05:34:52.41378549 +0000 UTC,44.315311666666666,33.37589333333333,2026-01-06 05:35:52.413741372 +0000 UTC,True,"https://www.google.com/maps?q=44.315311666666666,33.37589333333333"
2026-01-06 05:36:10.986440134 +0000 UTC,277339000,15,45,47753.9,176.94,55.862775000000006,20.650073333333335,2026-01-06 05:31:41.092978728 +0000 UTC,55.523468333333334,20.18297833333333,2026-01-06 05:36:10.986440134 +0000 UTC,True,"https://www.google.com/maps?q=55.523468333333334,20.18297833333333"
2026-01-06 05:36:52.414038645 +0000 UTC,577030000,23,51,297021.6,4950.33,44.315311666666666,33.37589333333333,2026-01-06 05:35:52.413741372 +0000 UTC,42.678086666666665,30.465848333333334,2026-01-06 05:36:52.414038645 +0000 UTC,True,"https://www.google.com/maps?q=42.678086666666665,30.465848333333334"
2026-01-06 05:37:27.358872136 +0000 UTC,299999999,18,25,2248743.1,26326.99,59.441765000000004,24.767460000000003,2026-01-06 05:36:01.942984472 +0000 UTC,48.38773333333334,-4.49845,2026-01-06 05:37:27.358872136 +0000 UTC,True,"https://www.google.com/maps?q=48.38773333333334,-4.49845"
2026-01-06 05:38:31.794309029 +0000 UTC,210399000,34,30,52349.2,296.80,54.15082333333333,12.101563333333333,2026-01-06 05:35:35.415619376 +0000 UTC,54.61201833333334,12.263923333333334,2026-01-06 05:38:31.794309029 +0000 UTC,True,"https://www.google.com/maps?q=54.61201833333334,12.263923333333334"
2026-01-06 05:38:35.312060297 +0000 UTC,210399000,30,34,52349.2,14881.44,54.61201833333334,12.263923333333334,2026-01-06 05:38:31.794309029 +0000 UTC,54.15082333333333,12.101566666666667,2026-01-06 05:38:35.312060297 +0000 UTC,True,"https://www.google.com/maps?q=54.15082333333333,12.101566666666667"
2026-01-06 05:39:03.009140623 +0000 UTC,299999999,25,18,2248742.4,23510.05,48.38773333333334,-4.49845,2026-01-06 05:37:27.358872136 +0000 UTC,59.44176,24.767451666666666,2026-01-06 05:39:03.009140623 +0000 UTC,True,"https://www.google.com/maps?q=59.44176,24.767451666666666"
2026-01-06 05:39:52.493135863 +0000 UTC,577030000,50,25,318235.6,5304.31,42.678086666666665,30.465845,2026-01-06 05:38:52.497451024 +0000 UTC,44.23502833333334,33.774635,2026-01-06 05:39:52.493135863 +0000 UTC,True,"https://www.google.com/maps?q=44.23502833333334,33.774635"
2026-01-06 05:40:11.615592155 +0000 UTC,577030000,25,10,318235.6,16641.98,44.23502833333334,33.774635,2026-01-06 05:39:52.493135863 +0000 UTC,42.67809,30.465841666666666,2026-01-06 05:40:11.615592155 +0000 UTC,True,"https://www.google.com/maps?q=42.67809,30.465841666666666"
2026-01-06 05:42:50.803364528 +0000 UTC,305961000,15,48,460565.4,4984.49,54.36425,18.65103333333333,2026-01-06 05:41:18.403732022 +0000 UTC,57.8549,22.6549,2026-01-06 05:42:50.803364528 +0000 UTC,True,"https://www.google.com/maps?q=57.8549,22.6549"
2026-01-06 05:43:07.374520175 +0000 UTC,563307900,27,7,258775.1,2636.87,39.25571166666667,-76.54982333333334,2026-01-06 05:41:29.237380026 +0000 UTC,40.685645,-74.15373500000001,2026-01-06 05:43:07.374520175 +0000 UTC,True,"https://www.google.com/maps?q=40.685645,-74.15373500000001"
2026-01-06 05:43:28.748395107 +0000 UTC,299999999,38,26,2248741.0,20475.74,59.44175499999999,24.767438333333335,2026-01-06 05:41:38.923754871 +0000 UTC,48.38771666666666,-4.4984166666666665,2026-01-06 05:43:28.748395107 +0000 UTC,True,"https://www.google.com/maps?q=48.38771666666666,-4.4984166666666665"
2026-01-06 05:44:17.072275688 +0000 UTC,305961000,48,14,460565.4,5338.72,57.8549,22.6549,2026-01-06 05:42:50.803364528 +0000 UTC,54.36425,18.65103333333333,2026-01-06 05:44:17.072275688 +0000 UTC,True,"https://www.google.com/maps?q=54.36425,18.65103333333333"
2026-01-06 05:44:27.801025054 +0000 UTC,563307900,7,26,258775.3,3217.54,40.685645,-74.15373500000001,2026-01-06 05:43:07.374520175 +0000 UTC,39.25571,-76.549825,2026-01-06 05:44:27.801025054 +0000 UTC,True,"https://www.google.com/maps?q=39.25571,-76.549825"
2026-01-06 05:44:59.3371246 +0000 UTC,277339000,28,33,20666.5,512.19,55.56454,20.27132333333333,2026-01-06 05:44:18.987362064 +0000 UTC,55.56666499999999,20.599986666666666,2026-01-06 05:44:59.3371246 +0000 UTC,True,"https://www.google.com/maps?q=55.56666499999999,20.599986666666666"
2026-01-06 05:45:11.684560109 +0000 UTC,299999999,26,18,2248740.1,21845.97,48.38771666666666,-4.4984166666666665,2026-01-06 05:43:28.748395107 +0000 UTC,59.44175,24.767423333333333,2026-01-06 05:45:11.684560109 +0000 UTC,True,"https://www.google.com/maps?q=59.44175,24.767423333333333"
2026-01-06 05:49:03.131432738 +0000 UTC,577030000,12,38,312354.4,6294.28,42.67809,30.465843333333332,2026-01-06 05:48:13.506292471 +0000 UTC,44.50051166666666,33.41782666666667,2026-01-06 05:49:03.131432738 +0000 UTC,True,"https://www.google.com/maps?q=44.50051166666666,33.41782666666667"
2026-01-06 05:49:27.918650116 +0000 UTC,299999999,37,25,2248733.0,20415.84,59.441745,24.767406666666666,2026-01-06 05:47:37.772166649 +0000 UTC,48.38741666666667,-4.497866666666667,2026-01-06 05:49:27.918650116 +0000 UTC,True,"https://www.google.com/maps?q=48.38741666666667,-4.497866666666667"
2026-01-06 05:49:35.093380139 +0000 UTC,277339000,11,9,33182.4,281.59,55.56783666666667,20.595608333333335,2026-01-06 05:47:37.253617595 +0000 UTC,55.864445,20.653835,2026-01-06 05:49:35.093380139 +0000 UTC,True,"https://www.google.com/maps?q=55.864445,20.653835"
2026-01-06 05:50:03.07569988 +0000 UTC,577030000,57,1,312113.1,7625.85,44.49721833333333,33.41768166666667,2026-01-06 05:49:22.147380442 +0000 UTC,42.678085,30.46585,2026-01-06 05:50:03.07569988 +0000 UTC,True,"https://www.google.com/maps?q=42.678085,30.46585"
2026-01-06 05:51:12.4045096 +0000 UTC,305961000,14,10,357356.8,6492.79,54.36426666666667,18.65103333333333,2026-01-06 05:50:17.365457292 +0000 UTC,57.38966666666667,20.585416666666667,2026-01-06 05:51:12.4045096 +0000 UTC,True,"https://www.google.com/maps?q=57.38966666666667,20.585416666666667"
2026-01-06 05:52:45.067285453 +0000 UTC,277339000,19,19,50563.4,842.72,55.86393333333333,20.643373333333333,2026-01-06 05:51:45.067144962 +0000 UTC,55.519284999999996,20.117079999999998,2026-01-06 05:52:45.067285453 +0000 UTC,True,"https://www.google.com/maps?q=55.519284999999996,20.117079999999998"
2026-01-06 05:53:06.490627424 +0000 UTC,577030000,21,41,296743.6,6744.21,42.67807833333333,30.465851666666666,2026-01-06 05:52:22.490856454 +0000 UTC,44.30983166666667,33.37724333333333,2026-01-06 05:53:06.490627424 +0000 UTC,True,"https://www.google.com/maps?q=44.30983166666667,33.37724333333333"
2026-01-06 05:53:17.23022733 +0000 UTC,305961000,10,15,357358.5,2862.86,57.38966666666667,20.585416666666667,2026-01-06 05:51:12.4045096 +0000 UTC,54.36425,18.65103333333333,2026-01-06 05:53:17.23022733 +0000 UTC,True,"https://www.google.com/maps?q=54.36425,18.65103333333333"
2026-01-06 05:53:38.041093441 +0000 UTC,299999999,25,37,2248732.0,8990.52,48.38741666666667,-4.497866666666667,2026-01-06 05:49:27.918650116 +0000 UTC,59.441739999999996,24.767391666666665,2026-01-06 05:53:38.041093441 +0000 UTC,True,"https://www.google.com/maps?q=59.441739999999996,24.767391666666665"
2026-01-06 05:54:26.040196591 +0000 UTC,577030000,0,24,296711.7,4826.21,44.309666666666665,33.37690833333333,2026-01-06 05:53:24.561012655 +0000 UTC,42.678086666666665,30.465835000000002,2026-01-06 05:54:26.040196591 +0000 UTC,True,"https://www.google.com/maps?q=42.678086666666665,30.465835000000002"
2026-01-06 05:55:27.563947624 +0000 UTC,299999999,18,25,2248742.8,25499.75,59.441739999999996,24.767391666666665,2026-01-06 05:53:59.377077508 +0000 UTC,48.3877,-4.498483333333334,2026-01-06 05:55:27.563947624 +0000 UTC,True,"https://www.google.com/maps?q=48.3877,-4.498483333333334"
2026-01-06 05:56:36.428364885 +0000 UTC,577030000,35,11,322372.3,5371.60,42.67813666666667,30.465713333333333,2026-01-06 05:55:36.414120787 +0000 UTC,44.281545,33.79511333333333,2026-01-06 05:56:36.428364885 +0000 UTC,True,"https://www.google.com/maps?q=44.281545,33.79511333333333"
2026-01-06 05:57:00.846801844 +0000 UTC,299999999,25,18,2248743.7,24106.72,48.3877,-4.498483333333334,2026-01-06 05:55:27.563947624 +0000 UTC,59.441745,24.767405,2026-01-06 05:57:00.846801844 +0000 UTC,True,"https://www.google.com/maps?q=59.441745,24.767405"
2026-01-06 05:57:52.709658798 +0000 UTC,577030000,14,51,324177.7,22874.59,44.339868333333335,33.76723,2026-01-06 05:57:38.537701102 +0000 UTC,42.67787,30.46398333333333,2026-01-06 05:57:52.709658798 +0000 UTC,True,"https://www.google.com/maps?q=42.67787,30.46398333333333"
2026-01-06 05:58:52.716375951 +0000 UTC,577030000,41,28,324206.2,31709.42,42.677645,30.46309,2026-01-06 05:58:42.492087235 +0000 UTC,44.46086833333333,33.64752,2026-01-06 05:58:52.716375951 +0000 UTC,True,"https://www.google.com/maps?q=44.46086833333333,33.64752"
