cluster_id,first_time_utc,last_time_utc,event_count,distinct_mmsi,origin_center_lat,origin_center_lon,dest_center_lat,dest_center_lon
1,2025-12-09T18:16:26.276268+00:00,2025-12-10T08:34:17.713188+00:00,354,1,51.849208,5.871127,51.816667,5.396427
2,2025-12-09T18:20:14.444009+00:00,2025-12-09T18:20:14.444009+00:00,1,1,53.527712,9.920000,54.832570,12.916573
3,2025-12-09T18:21:22.151885+00:00,2025-12-28T03:12:32.784554+00:00,1189,1,48.385332,-4.499919,59.441763,24.767513
4,2025-12-09T18:31:11.059513+00:00,2025-12-09T18:33:01.262285+00:00,2,1,51.955800,4.003867,51.953950,3.495167
5,2025-12-09T18:32:24.192602+00:00,2025-12-09T18:33:14.182572+00:00,2,1,52.885012,5.754284,-71.196480,0.006913
6,2025-12-09T18:33:38.697099+00:00,2025-12-09T18:34:38.672119+00:00,2,1,52.406212,4.882795,-66.432462,0.006900
7,2025-12-09T18:49:35.903541+00:00,2025-12-09T18:49:35.903541+00:00,1,1,53.527740,9.920030,54.570313,11.286110
8,2025-12-09T18:54:20.139418+00:00,2025-12-09T21:02:34.805129+00:00,2,1,1.275560,103.781451,-3.578308,109.407815
9,2025-12-09T18:58:49.073679+00:00,2025-12-09T18:59:30.941215+00:00,2,1,37.868911,23.252360,41.151192,29.056180
10,2025-12-09T19:00:08.641914+00:00,2025-12-09T19:03:17.639951+00:00,2,1,39.971483,0.023475,36.981250,-9.605617
11,2025-12-09T19:12:03.928545+00:00,2025-12-10T08:40:14.765606+00:00,12,1,36.879976,-76.331482,37.243659,-76.110962
12,2025-12-09T19:15:23.256683+00:00,2025-12-09T19:16:23.267137+00:00,2,1,59.752196,19.081536,59.442475,18.921000
13,2025-12-09T19:21:15.529194+00:00,2025-12-10T05:32:34.748144+00:00,6,1,55.687314,12.635067,56.532061,20.995794
14,2025-12-09T19:23:13.366650+00:00,2025-12-28T02:23:41.195829+00:00,138,20,44.740880,37.815343,44.896870,38.063926
15,2025-12-09T19:23:34.583933+00:00,2025-12-09T19:26:23.647308+00:00,2,1,53.527753,9.920008,57.839470,22.533870
